klasifikasi_kode_l6,kode_barang,nama_barang,nibar,nomor_register,spesifikasi_nama_barang,merk_tipe,jumlah,satuan,tahun_perolehan,keterangan
1.3.2.10.01.02,009,Tablet PC,120135711700000000000020241321001020090000004,120135711700000000000020241321001020090000004,Tablet PC,Merk: Samsung   Tipe: Galaxy tab 9,1,Buah,2024-12-16 00:00:00,
1.3.2.10.01.02,009,Tablet PC,120135711700000000000020241321001020090000005,120135711700000000000020241321001020090000005,Tablet PC,Merk: Samsung   Tipe: Galaxy tab 9,1,Buah,2024-12-16 00:00:00,
1.3.2.10.01.03,999,Komputer Unit Lainnya Lain-lain,120135711700000000000020211321001039990000001,120135711700000000000020211321001039990000001,Komputer Unit Lainnya Lain-lain,Merk: PC Lenovo 24ALC6 ,1,unit,2021-02-12 00:00:00,08020010012000854
1.3.2.10.01.03,999,Komputer Unit Lainnya Lain-lain,120135711700000000000020211321001039990000002,120135711700000000000020211321001039990000002,Komputer Unit Lainnya Lain-lain,Merk: SCANNER BROTHER DS-64U ,1,unit,2021-12-17 00:00:00,08020010012000850
1.3.2.10.01.03,999,Komputer Unit Lainnya Lain-lain,120135711700000000000020211321001039990000003,120135711700000000000020211321001039990000003,Komputer Unit Lainnya Lain-lain,Merk: Komputer Lenovo a10 lenovo V500 ,1,unit,2021-08-03 00:00:00,08020010012000846
1.3.2.10.02.02,009,Scanner (Peralatan Mini Komputer),120135711700000000000020221321002020090000001,120135711700000000000020221321002020090000001,Scanner (Peralatan Mini Komputer),Merk: FUJITSU SV600A3 ,1,unit,2022-05-08 00:00:00,08020010012000861
1.3.2.10.02.03,002,Monitor,120135711700000000000020091321002030020000001,120135711700000000000020091321002030020000001,Monitor,Merk: MONITOR - STAR STAR ,1,unit,2009-12-31 00:00:00,08020010012000395
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020111321002030030000003,120135711700000000000020111321002030030000003,Printer (Peralatan Personal Komputer),Merk: PIXMA CANON MP 36 ,1,unit,2011-11-28 00:00:00,08020010012000393
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020131321002030030000002,120135711700000000000020131321002030030000002,Printer (Peralatan Personal Komputer),Merk: MP Laserjet Pro P1102 P1102 ,1,unit,2013-11-28 00:00:00,08020010012000394
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020141321002030030000001,120135711700000000000020141321002030030000001,Printer (Peralatan Personal Komputer),Merk: Canon 168 Postex ,1,unit,2014-11-11 00:00:00,08020010012000398
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020151321002030030000001,120135711700000000000020151321002030030000001,Printer (Peralatan Personal Komputer),Merk: canon PC2193 ,1,unit,2015-09-02 00:00:00,08020010012000618
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020161321002030030000002,120135711700000000000020161321002030030000002,Printer (Peralatan Personal Komputer),Merk: EPSON L220 ,1,unit,2016-09-06 00:00:00,08020010012000560
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020161321002030030000003,120135711700000000000020161321002030030000003,Printer (Peralatan Personal Komputer),Merk: EPSON L220 ,1,unit,2016-09-06 00:00:00,08020010012000561
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020161321002030030000004,120135711700000000000020161321002030030000004,Printer (Peralatan Personal Komputer),Merk: EPSON L220 ,1,unit,2016-09-06 00:00:00,08020010012000562
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020161321002030030000005,120135711700000000000020161321002030030000005,Printer (Peralatan Personal Komputer),Merk: EPSON L220 ,1,unit,2016-09-06 00:00:00,08020010012000563
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020171321002030030000001,120135711700000000000020171321002030030000001,Printer (Peralatan Personal Komputer),Merk: Brother T500w ,1,unit,2017-12-14 00:00:00,08020010012000575
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020171321002030030000002,120135711700000000000020171321002030030000002,Printer (Peralatan Personal Komputer),Merk: Brother T500w ,1,unit,2017-12-14 00:00:00,08020010012000576
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020181321002030030000001,120135711700000000000020181321002030030000001,Printer (Peralatan Personal Komputer),Merk: EPSON L3150 ,1,unit,2018-12-20 00:00:00,08020010012000605
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020181321002030030000002,120135711700000000000020181321002030030000002,Printer (Peralatan Personal Komputer),Merk: EPSON L3150 ,1,unit,2018-12-20 00:00:00,08020010012000606
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020181321002030030000003,120135711700000000000020181321002030030000003,Printer (Peralatan Personal Komputer),Merk: EPSON L565 ,1,unit,2018-12-20 00:00:00,08020010012000607
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020181321002030030000004,120135711700000000000020181321002030030000004,Printer (Peralatan Personal Komputer),Merk: EPSON 405 ,1,unit,2018-08-13 00:00:00,08020010012000587
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020181321002030030000005,120135711700000000000020181321002030030000005,Printer (Peralatan Personal Komputer),Merk: EPSON 405 ,1,unit,2018-08-13 00:00:00,08020010012000588
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020181321002030030000006,120135711700000000000020181321002030030000006,Printer (Peralatan Personal Komputer),Merk: EPSON 405 ,1,unit,2018-08-13 00:00:00,08020010012000589
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020191321002030030000001,120135711700000000000020191321002030030000001,Printer (Peralatan Personal Komputer),Merk: EPSON L3150 ,1,unit,2019-04-26 00:00:00,08020010012000625
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020191321002030030000002,120135711700000000000020191321002030030000002,Printer (Peralatan Personal Komputer),Merk: EPS0N LX310-RIBBON ,1,unit,2019-04-26 00:00:00,08020010012000626
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020191321002030030000003,120135711700000000000020191321002030030000003,Printer (Peralatan Personal Komputer),Merk: EPSON L3150 ,1,unit,2019-04-26 00:00:00,08020010012000818
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020191321002030030000004,120135711700000000000020191321002030030000004,Printer (Peralatan Personal Komputer),Merk: EPSON L3110 ,1,unit,2019-07-16 00:00:00,08020010012000811
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020191321002030030000005,120135711700000000000020191321002030030000005,Printer (Peralatan Personal Komputer),Merk: EPSON L3110 ,1,unit,2019-07-16 00:00:00,08020010012000812
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020191321002030030000006,120135711700000000000020191321002030030000006,Printer (Peralatan Personal Komputer),Merk: epson M3170 ,1,unit,2019-01-11 00:00:00,08020010012000815
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020251321002030030000001,120135711700000000000020251321002030030000001,Printer,Merk: Epson Tipe: L6290,1,Buah,2025-08-05 00:00:00,Hibah dari Perpunas RI
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020251321002030030000002,120135711700000000000020251321002030030000002,Printer,Merk: Epson Tipe: L3211,1,unit,2025-12-08 00:00:00,BM 2025
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020251321002030030000003,120135711700000000000020251321002030030000003,Printer,Merk: Epson Tipe: L3211,1,unit,2025-12-08 00:00:00,BM 2025
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020251321002030030000004,120135711700000000000020251321002030030000004,Printer,Merk: Epson Tipe:  L5290,1,unit,2025-11-28 00:00:00,BM 2025
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020251321002030030000005,120135711700000000000020251321002030030000005,Printer,Merk: Epson Tipe: L3211,1,unit,2025-12-01 00:00:00,BM 2025
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020251321002030030000006,120135711700000000000020251321002030030000006,Printer,Merk: Epson Tipe: L3211,1,unit,2025-12-01 00:00:00,BM 2025
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020251321002030030000007,120135711700000000000020251321002030030000007,Printer,Merk: Epson Tipe: L3211,1,unit,2025-12-01 00:00:00,BM 2025
1.3.2.10.02.03,003,Printer (Peralatan Personal Komputer),120135711700000000000020251321002030030000008,120135711700000000000020251321002030030000008,Printer,Merk: Epson Tipe: L3211,1,unit,2025-12-01 00:00:00,BM 2025
1.3.2.10.02.03,004,Scanner (Peralatan Personal Komputer),120135711700000000000020191321002030040000001,120135711700000000000020191321002030040000001,Scanner (Peralatan Personal Komputer),Merk: FUJITSU FUJITSU ,1,unit,2019-11-20 00:00:00,08020010012000817
1.3.2.10.02.03,004,Scanner (Peralatan Personal Komputer),120135711700000000000020191321002030040000002,120135711700000000000020191321002030040000002,Scanner (Peralatan Personal Komputer),Merk: EPSON DS60000 ,1,unit,2019-02-27 00:00:00,08020010012000621
1.3.2.10.02.03,004,Scanner (Peralatan Personal Komputer),120135711700000000000020221321002030040000001,120135711700000000000020221321002030040000001,Scanner (Peralatan Personal Komputer),Merk: BROTHER DS ,1,unit,2022-11-22 00:00:00,08020010012000864
1.3.2.10.02.03,004,Scanner (Peralatan Personal Komputer),120135711700000000000020231321002030040000001,120135711700000000000020231321002030040000001,Scanner (Peralatan Personal Komputer),Merk: EPSON DS-780N ,1,unit,2023-11-29 00:00:00,08020010012000878
1.3.2.10.02.03,007,External,120135711700000000000020151321002030070000001,120135711700000000000020151321002030070000001,External,Merk: SAEGATE HARDISK ,1,unit,2015-09-02 00:00:00,08020010012000619
1.3.2.10.02.03,007,External,120135711700000000000020151321002030070000002,120135711700000000000020151321002030070000002,External,Merk: SAEGATE HARDISK ,1,unit,2015-09-02 00:00:00,08020010012000620
1.3.2.10.02.03,007,External,120135711700000000000020191321002030070000001,120135711700000000000020191321002030070000001,External,Merk: HARD DISK SEAGATE ,1,unit,2019-04-30 00:00:00,08020010012000629
1.3.2.10.02.03,007,External,120135711700000000000020191321002030070000002,120135711700000000000020191321002030070000002,External,Merk: HARD DISK SEAGATE ,1,unit,2019-04-30 00:00:00,08020010012000630
1.3.2.10.02.03,017,External/ Portable Hardisk,120135711700000000000020231321002030170000001,120135711700000000000020231321002030170000001,External/ Portable Hardisk,Merk: WD MY PASSPORT ,1,unit,2023-11-29 00:00:00,08020010012000879
1.3.2.10.02.03,017,External/ Portable Hardisk,120135711700000000000020231321002030170000002,120135711700000000000020231321002030170000002,External/ Portable Hardisk,Merk: WD MY PASSPORT ,1,unit,2023-11-29 00:00:00,08020010012000880
1.3.2.10.02.03,018,Hard disk Eksternal,120135711700000000000020251321002030180000001,120135711700000000000020251321002030180000001,Hardisk,Merk: Seagate Tipe: -,1,unit,2025-12-08 00:00:00,BM 2025
1.3.2.10.02.03,018,Hard disk Eksternal,120135711700000000000020251321002030180000002,120135711700000000000020251321002030180000002,Hardisk,Merk: Seagate Tipe: -,1,unit,2025-12-08 00:00:00,BM 2025
1.3.2.10.02.03,018,Hard disk Eksternal,120135711700000000000020251321002030180000003,120135711700000000000020251321002030180000003,Hardisk,Merk: Seagate Tipe: -,1,Buah,2025-11-28 00:00:00,BM 2025
1.3.2.10.02.03,018,Hard disk Eksternal,120135711700000000000020251321002030180000004,120135711700000000000020251321002030180000004,Hardisk,Merk: Osmous Tipe: -,1,Buah,2025-11-28 00:00:00,BM 2025
1.3.2.10.02.03,999,Peralatan Personal Komputer Lain-Lain,120135711700000000000020191321002039990000001,120135711700000000000020191321002039990000001,Peralatan Personal Komputer Lain-Lain,Merk: HARD DISK SEAGATE ,1,unit,2019-07-16 00:00:00,08020010012000813
1.3.2.10.02.03,999,Peralatan Personal Komputer Lain-Lain,120135711700000000000020191321002039990000002,120135711700000000000020191321002039990000002,Peralatan Personal Komputer Lain-Lain,Merk: HARD DISK SEAGATE ,1,unit,2019-07-16 00:00:00,08020010012000814
1.3.2.10.02.04,001,Server,120135711700000000000020241321002040010000001,120135711700000000000020241321002040010000001,Digital Library Station (DLS)/sever,Merk: ICA Tipe:  INTEL XEON E 2224,1,Buah,2024-12-16 00:00:00,
1.3.2.10.02.04,004,Modem,120135711700000000000020241321002040040000001,120135711700000000000020241321002040040000001,Modem,Merk: ZONG  Tipe:  BOLT,1,Buah,2024-12-16 00:00:00,
1.3.2.10.02.05,999,Peralatan Komputer Lainnya Lain-lain,120135711700000000000020201321002059990000001,120135711700000000000020201321002059990000001,Peralatan Komputer Lainnya Lain-lain,Merk: Hardisk Eksternal SEAGATE 1000GB ,1,unit,2020-11-25 00:00:00,08020010012000826
1.3.2.10.02.05,999,Peralatan Komputer Lainnya Lain-lain,120135711700000000000020201321002059990000002,120135711700000000000020201321002059990000002,Peralatan Komputer Lainnya Lain-lain,Merk: Hardisk Eksternal SEAGATE 1000GB ,1,unit,2020-11-25 00:00:00,08020010012000827
1.3.2.10.02.05,999,Peralatan Komputer Lainnya Lain-lain,120135711700000000000020241321002059990000001,120135711700000000000020241321002059990000001,Pengaman android,Merk: Pengaman android Tipe: No type,1,Buah,2024-12-16 00:00:00,
1.3.2.19.01.02,999,Peralatan Permainan Lain-lain,120135711700000000000020251321901029990000001,120135711700000000000020251321901029990000001,meja kursi bermain anak,Merk: no merk Tipe: NO TYPE,1,Buah,2025-12-10 00:00:00,
1.3.2.19.01.02,999,Peralatan Permainan Lain-lain,120135711700000000000020251321901029990000002,120135711700000000000020251321901029990000002,playground indoor set,Merk: no merk Tipe: NO TYPE,1,Set,2025-12-10 00:00:00,
