klasifikasi_kode_l6,kode_barang,nama_barang,nibar,nomor_register,spesifikasi_nama_barang,merk_tipe,jumlah,satuan,tahun_perolehan,keterangan
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000007,120135711700000000000020191320502010300000007,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000661
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000008,120135711700000000000020191320502010300000008,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000662
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000009,120135711700000000000020191320502010300000009,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000663
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000010,120135711700000000000020191320502010300000010,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000664
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000011,120135711700000000000020191320502010300000011,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000665
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000012,120135711700000000000020191320502010300000012,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000666
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000013,120135711700000000000020191320502010300000013,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000667
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000014,120135711700000000000020191320502010300000014,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000668
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000015,120135711700000000000020191320502010300000015,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000669
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000016,120135711700000000000020191320502010300000016,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000670
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000017,120135711700000000000020191320502010300000017,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000671
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000018,120135711700000000000020191320502010300000018,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000672
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000019,120135711700000000000020191320502010300000019,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000673
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000020,120135711700000000000020191320502010300000020,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000674
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000021,120135711700000000000020191320502010300000021,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000675
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000022,120135711700000000000020191320502010300000022,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000676
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000023,120135711700000000000020191320502010300000023,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000677
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000024,120135711700000000000020191320502010300000024,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000678
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000025,120135711700000000000020191320502010300000025,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000679
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000026,120135711700000000000020191320502010300000026,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000680
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000027,120135711700000000000020191320502010300000027,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000681
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000028,120135711700000000000020191320502010300000028,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000682
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000029,120135711700000000000020191320502010300000029,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000683
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000030,120135711700000000000020191320502010300000030,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000684
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000031,120135711700000000000020191320502010300000031,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000685
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000032,120135711700000000000020191320502010300000032,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000686
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000033,120135711700000000000020191320502010300000033,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000687
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000034,120135711700000000000020191320502010300000034,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000688
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000035,120135711700000000000020191320502010300000035,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000689
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000036,120135711700000000000020191320502010300000036,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000690
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000037,120135711700000000000020191320502010300000037,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000691
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000038,120135711700000000000020191320502010300000038,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000692
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000039,120135711700000000000020191320502010300000039,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000693
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000040,120135711700000000000020191320502010300000040,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000694
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000041,120135711700000000000020191320502010300000041,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000695
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000042,120135711700000000000020191320502010300000042,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000696
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000043,120135711700000000000020191320502010300000043,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000697
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000044,120135711700000000000020191320502010300000044,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000698
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000045,120135711700000000000020191320502010300000045,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000699
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000046,120135711700000000000020191320502010300000046,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000700
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000047,120135711700000000000020191320502010300000047,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000701
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000048,120135711700000000000020191320502010300000048,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000702
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000049,120135711700000000000020191320502010300000049,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000703
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000050,120135711700000000000020191320502010300000050,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000704
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000051,120135711700000000000020191320502010300000051,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000705
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000052,120135711700000000000020191320502010300000052,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000706
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000053,120135711700000000000020191320502010300000053,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000707
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000054,120135711700000000000020191320502010300000054,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000708
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000055,120135711700000000000020191320502010300000055,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000709
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000056,120135711700000000000020191320502010300000056,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000710
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000057,120135711700000000000020191320502010300000057,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000711
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000058,120135711700000000000020191320502010300000058,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000712
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000059,120135711700000000000020191320502010300000059,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000713
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020191320502010300000060,120135711700000000000020191320502010300000060,Kursi Rapat,Merk: LAVARO KURSI RAPAT ,1,unit,2019-07-16 00:00:00,08020010012000714
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020251320502010300000001,120135711700000000000020251320502010300000001,Kursi,Merk: Informa Tipe: -,1,Buah,2025-12-01 00:00:00,BM 2025
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020251320502010300000002,120135711700000000000020251320502010300000002,Kursi,Merk: Informa Tipe: -,1,Buah,2025-12-01 00:00:00,BM 2025
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020251320502010300000003,120135711700000000000020251320502010300000003,Kursi,Merk: Informa Tipe: -,1,Buah,2025-12-01 00:00:00,BM 2025
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020251320502010300000004,120135711700000000000020251320502010300000004,Kursi,Merk: Informa Tipe: -,1,Buah,2025-12-01 00:00:00,BM 2025
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020251320502010300000005,120135711700000000000020251320502010300000005,Kursi,Merk: Informa Tipe: -,1,Buah,2025-12-01 00:00:00,BM 2025
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020251320502010300000006,120135711700000000000020251320502010300000006,Kursi,Merk: Informa Tipe: -,1,Buah,2025-12-01 00:00:00,BM 2025
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020251320502010300000007,120135711700000000000020251320502010300000007,Kursi,Merk: Informa Tipe: -,1,Buah,2025-12-01 00:00:00,BM 2025
1.3.2.05.02.01,030,Kursi Rapat,120135711700000000000020251320502010300000008,120135711700000000000020251320502010300000008,Kursi,Merk: Informa Tipe: -,1,Buah,2025-12-01 00:00:00,BM 2025
1.3.2.05.02.01,031,Kursi Tamu,120135711700000000000020081320502010310000001,120135711700000000000020081320502010310000001,Kursi Tamu,Merk: KURSI BACA SOFA - - KURSI BACA ,1,unit,2008-12-31 00:00:00,08020010012000264
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020121320502010320000001,120135711700000000000020121320502010320000001,Kursi Putar,Merk: Rakuda KURSI ,1,unit,2012-11-23 00:00:00,08020010012000265
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020121320502010320000002,120135711700000000000020121320502010320000002,Kursi Putar,Merk: Rakuda KURSI ,1,unit,2012-11-23 00:00:00,08020010012000266
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000001,120135711700000000000020191320502010320000001,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000789
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000002,120135711700000000000020191320502010320000002,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000790
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000003,120135711700000000000020191320502010320000003,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000791
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000004,120135711700000000000020191320502010320000004,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000792
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000005,120135711700000000000020191320502010320000005,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000793
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000006,120135711700000000000020191320502010320000006,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000794
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000007,120135711700000000000020191320502010320000007,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000795
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000008,120135711700000000000020191320502010320000008,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000796
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000009,120135711700000000000020191320502010320000009,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000797
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000010,120135711700000000000020191320502010320000010,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000798
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000011,120135711700000000000020191320502010320000011,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000799
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000012,120135711700000000000020191320502010320000012,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000800
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000013,120135711700000000000020191320502010320000013,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000801
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000014,120135711700000000000020191320502010320000014,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000802
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020191320502010320000015,120135711700000000000020191320502010320000015,Kursi Putar,Merk: ALVERO KURSI PUTAR ,1,unit,2019-01-11 00:00:00,08020010012000803
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020241320502010320000001,120135711700000000000020241320502010320000001,Kursi Putar,Merk: Stramm Tipe: No type,1,Buah,2024-12-16 00:00:00,
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020241320502010320000002,120135711700000000000020241320502010320000002,Kursi Putar,Merk: Stramm Tipe: No type,1,Buah,2024-12-16 00:00:00,
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020241320502010320000003,120135711700000000000020241320502010320000003,Kursi Putar,Merk: Stramm Tipe: No type,1,Buah,2024-12-16 00:00:00,
1.3.2.05.02.01,032,Kursi Putar,120135711700000000000020241320502010320000004,120135711700000000000020241320502010320000004,Kursi Putar,Merk: Stramm  Tipe: No type,1,Buah,2024-12-16 00:00:00,
1.3.2.05.02.01,035,Bangku Tunggu,120135711700000000000020191320502010350000001,120135711700000000000020191320502010350000001,Bangku Tunggu,Merk: LOCKER DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000770
1.3.2.05.02.01,035,Bangku Tunggu,120135711700000000000020191320502010350000002,120135711700000000000020191320502010350000002,Bangku Tunggu,Merk: LOCKER DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000771
1.3.2.05.02.01,035,Bangku Tunggu,120135711700000000000020191320502010350000003,120135711700000000000020191320502010350000003,Bangku Tunggu,Merk: LOCKER DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000772
1.3.2.05.02.01,035,Bangku Tunggu,120135711700000000000020191320502010350000004,120135711700000000000020191320502010350000004,Bangku Tunggu,Merk: LOCKER DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000773
1.3.2.05.02.01,035,Bangku Tunggu,120135711700000000000020191320502010350000005,120135711700000000000020191320502010350000005,Bangku Tunggu,Merk: LOCKER DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000774
1.3.2.05.02.01,039,Meja Komputer,120135711700000000000020241320502010390000001,120135711700000000000020241320502010390000001,Meja Komputer,Merk: Meja Komputer Tipe: No type,1,unit,2024-12-16 00:00:00,
1.3.2.05.02.01,039,Meja Komputer,120135711700000000000020241320502010390000002,120135711700000000000020241320502010390000002,Meja Komputer,Merk: Meja Komputer Tipe: No type,1,unit,2024-12-16 00:00:00,
1.3.2.05.02.01,039,Meja Komputer,120135711700000000000020241320502010390000003,120135711700000000000020241320502010390000003,Meja Komputer,Merk: Meja Komputer Tipe: No type,1,unit,2024-12-16 00:00:00,
1.3.2.05.02.01,039,Meja Komputer,120135711700000000000020241320502010390000004,120135711700000000000020241320502010390000004,Meja Komputer,Merk: Meja Komputer Tipe: No type,1,unit,2024-12-16 00:00:00,
1.3.2.05.02.01,041,Partisi,120135711700000000000020241320502010410000001,120135711700000000000020241320502010410000001,Partisi,Merk: Wall backdrop printing  Tipe: No type,1,Buah,2024-12-16 00:00:00,
1.3.2.05.02.01,048,Sofa,120135711700000000000020141320502010480000001,120135711700000000000020141320502010480000001,Sofa,Merk: SOFA 321 ,1,unit,2014-09-26 00:00:00,08020010012000280
1.3.2.05.02.01,048,Sofa,120135711700000000000020241320502010480000001,120135711700000000000020241320502010480000001,Sofa,Merk: Sofa Tipe: No type,1,Buah,2024-12-16 00:00:00,
1.3.2.05.02.01,048,Sofa,120135711700000000000020251320502010480000001,120135711700000000000020251320502010480000001,Sofa Kursi tamu,Merk: Informa Tipe: -,1,Set,2025-12-03 00:00:00,BM 2025
1.3.2.05.02.01,052,Kursi Tangan,120135711700000000000020251320502010520000001,120135711700000000000020251320502010520000001,Kursi kerja,Merk: infoma Tipe: NO TYPE,1,Buah,2025-12-03 00:00:00,
1.3.2.05.02.01,052,Kursi Tangan,120135711700000000000020251320502010520000002,120135711700000000000020251320502010520000002,Kursi kerja,Merk: infoma Tipe: NO TYPE,1,Buah,2025-12-03 00:00:00,
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020171320502019990000001,120135711700000000000020171320502019990000001,Meubelair Lain-Lain,Merk: DAUN PINTU DAUN PINTU ,1,unit,2017-12-20 00:00:00,08020010012000581
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020171320502019990000002,120135711700000000000020171320502019990000002,Meubelair Lain-Lain,Merk: DAUN PINTU DAUN PINTU ,1,unit,2017-12-20 00:00:00,08020010012000582
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020171320502019990000003,120135711700000000000020171320502019990000003,Meubelair Lain-Lain,Merk: DAUN PINTU DAUN PINTU ,1,unit,2017-12-20 00:00:00,08020010012000583
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000001,120135711700000000000020191320502019990000001,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000715
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000002,120135711700000000000020191320502019990000002,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000716
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000003,120135711700000000000020191320502019990000003,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000717
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000004,120135711700000000000020191320502019990000004,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000718
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000005,120135711700000000000020191320502019990000005,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000719
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000006,120135711700000000000020191320502019990000006,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000720
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000007,120135711700000000000020191320502019990000007,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000721
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000008,120135711700000000000020191320502019990000008,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000722
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000009,120135711700000000000020191320502019990000009,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000723
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000010,120135711700000000000020191320502019990000010,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000724
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000011,120135711700000000000020191320502019990000011,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000725
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000012,120135711700000000000020191320502019990000012,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000726
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000013,120135711700000000000020191320502019990000013,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000727
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000014,120135711700000000000020191320502019990000014,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000728
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000015,120135711700000000000020191320502019990000015,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000729
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000016,120135711700000000000020191320502019990000016,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000730
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000017,120135711700000000000020191320502019990000017,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000731
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000018,120135711700000000000020191320502019990000018,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000732
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000019,120135711700000000000020191320502019990000019,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000733
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000020,120135711700000000000020191320502019990000020,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000734
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000021,120135711700000000000020191320502019990000021,Meubelair Lain-Lain,Merk: LAVARO LAVARO ,1,unit,2019-07-16 00:00:00,08020010012000735
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000022,120135711700000000000020191320502019990000022,Meubelair Lain-Lain,Merk: RAK BUKU DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000736
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000023,120135711700000000000020191320502019990000023,Meubelair Lain-Lain,Merk: RAK BUKU DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000737
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000024,120135711700000000000020191320502019990000024,Meubelair Lain-Lain,Merk: RAK BUKU DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000738
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000025,120135711700000000000020191320502019990000025,Meubelair Lain-Lain,Merk: RAK BUKU DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000739
1.3.2.05.02.01,999,Meubelair Lain-Lain,120135711700000000000020191320502019990000026,120135711700000000000020191320502019990000026,Meubelair Lain-Lain,Merk: RAK BUKU DATASCRIP ,1,unit,2019-07-16 00:00:00,08020010012000740
